656;/;/;PUNCT;_;_;657;punct;_;@ad1994m-words#@ad1994m#633.588#633.884
657;надо;надо;ADV;_;Degree=Pos;649;conj;_;@ad1994m-words#@ad1994m#633.884#634.18
658;что-то;что-то;PRON;_;Case=Acc;659;obj;_;@ad1994m-words#@ad1994m#634.18#634.476
659;менять;менять;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;657;csubj;_;@ad1994m-words#@ad1994m#634.476#634.772
660;/;/;PUNCT;_;_;657;punct;_;@ad1994m-words#@ad1994m#634.772#635.068
661;не;не;PART;_;_;662;advmod;_;@ad1994m-words#@ad1994m#635.068#635.364
662;было;быть;VERB;_;Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;649;conj;_;@ad1994m-words#@ad1994m#635.364#635.66
663;ещё;еще;ADV;_;Degree=Pos;664;obl;_;@ad1994m-words#@ad1994m#635.66#635.956
664;таких;такой;DET;_;Case=Gen|Number=Plur;662;nsubj;_;@ad1994m-words#@ad1994m#635.956#636.252
665;годов;год;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur;664;obl;_;@ad1994m-words#@ad1994m#636.252#636.548
666;когда;когда;SCONJ;_;_;668;mark;_;@ad1994m-words#@ad1994m#636.548#636.844
667;мне;я;PRON;_;Case=Dat|Number=Sing|Person=1;668;iobj;_;@ad1994m-words#@ad1994m#636.844#637.14
668;приходилось;приходиться;VERB;_;Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid;662;advcl;_;@ad1994m-words#@ad1994m#637.14#637.436
669;продавать;продавать;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;668;csubj;_;@ad1994m-words#@ad1994m#637.436#637.732
670;какую-то;какой-то;DET;_;Case=Acc|Gender=Fem|Number=Sing;671;det;_;@ad1994m-words#@ad1994m#637.732#638.028
671;ээ;ээ;NOUN;_;Case=Gen|Degree=Pos|Gender=Fem|Number=Sing;669;obj;_;@ad1994m-words#@ad1994m#638.028#638.324
672;/;/;PUNCT;_;_;680;punct;_;@ad1994m-words#@ad1994m#638.324#638.62
673;свою;свой;DET;_;Case=Acc|Gender=Fem|Number=Sing;674;det;_;@ad1994m-words#@ad1994m#638.62#638.916
674;мебель;мебель;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;681;obj;_;@ad1994m-words#@ad1994m#638.916#639.212
675;чтобы;чтобы;SCONJ;_;Mood=Cnd;676;mark;_;@ad1994m-words#@ad1994m#639.212#639.508
676;купить;купить;VERB;_;Aspect=Perf|VerbForm=Inf|Voice=Act;680;advcl;_;@ad1994m-words#@ad1994m#639.508#639.804
677;себе;себя;PRON;_;Case=Dat;676;iobj;_;@ad1994m-words#@ad1994m#639.804#640.1
678;еды;еда;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;676;obl;_;@ad1994m-words#@ad1994m#640.1#640.396
679;/;/;PUNCT;_;_;676;punct;_;@ad1994m-words#@ad1994m#640.396#640.692
680;надо;надо;ADV;_;Degree=Pos;671;acl:relcl;_;@ad1994m-words#@ad1994m#640.692#640.988
681;задуматься;задуматься;VERB;_;Aspect=Perf|VerbForm=Inf|Voice=Mid;680;csubj;_;@ad1994m-words#@ad1994m#640.988#641.284
682;/;/;PUNCT;_;_;697;punct;_;@ad1994m-words#@ad1994m#641.284#641.58
683;но;но;CCONJ;_;_;697;cc;_;@ad1994m-words#@ad1994m#641.58#641.876
684;пока;пока;ADV;_;Degree=Pos;697;advmod;_;@ad1994m-words#@ad1994m#641.876#642.172
685;что;что;SCONJ;_;_;684;fixed;_;@ad1994m-words#@ad1994m#642.172#642.468
686;/;/;PUNCT;_;_;697;punct;_;@ad1994m-words#@ad1994m#642.468#642.764
687;вроде;вроде;ADV;_;Degree=Pos;697;parataxis;_;@ad1994m-words#@ad1994m#642.764#643.06
688;бы;бы;PART;_;_;687;fixed;_;@ad1994m-words#@ad1994m#643.06#643.356
689;всё;все;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;697;nsubj;_;@ad1994m-words#@ad1994m#643.356#643.652
690;нормально;нормально;ADV;_;Degree=Pos;697;advmod;_;@ad1994m-words#@ad1994m#643.652#643.948
691;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;697;nsubj;_;@ad1994m-words#@ad1994m#643.948#644.244
692;до;до;ADP;_;_;697;advmod;_;@ad1994m-words#@ad1994m#644.244#644.54
693;сих;сей;DET;_;Case=Gen|Number=Plur;692;fixed;_;@ad1994m-words#@ad1994m#644.54#644.836
694;пор;пора;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur;692;fixed;_;@ad1994m-words#@ad1994m#644.836#645.132
695;/;/;PUNCT;_;_;697;punct;_;@ad1994m-words#@ad1994m#645.132#645.428
696;не;не;PART;_;_;697;advmod;_;@ad1994m-words#@ad1994m#645.428#645.724
697;могу;мочь;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;681;conj;_;@ad1994m-words#@ad1994m#645.724#646.02
698;себе;себя;PRON;_;Case=Dat;699;iobj;_;@ad1994m-words#@ad1994m#646.02#646.316
699;позволить;позволить;VERB;_;Aspect=Perf|VerbForm=Inf|Voice=Act;697;xcomp;_;@ad1994m-words#@ad1994m#646.316#646.612
700;отдых;отдых;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;699;obj;_;@ad1994m-words#@ad1994m#646.612#646.908
701;/;/;PUNCT;_;_;752;punct;_;@ad1994m-words#@ad1994m#646.908#647.204
702;то;то;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;752;mark;_;@ad1994m-words#@ad1994m#647.204#647.5
703;есть;быть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;702;fixed;_;@ad1994m-words#@ad1994m#647.5#647.796
704;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;752;nsubj;_;@ad1994m-words#@ad1994m#647.796#648.092
705;/;/;PUNCT;_;_;752;punct;_;@ad1994m-words#@ad1994m#648.092#648.388
706;ну;ну;PART;_;_;752;parataxis;_;@ad1994m-words#@ad1994m#648.388#648.72
707;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;752;nsubj;_;@ad1994m-words#@ad1994m#649.8#650.158
708;ээ;ээ;INTJ;_;_;752;advmod;_;@ad1994m-words#@ad1994m#650.158#650.516
709;/;/;PUNCT;_;_;710;punct;_;@ad1994m-words#@ad1994m#650.516#650.874
710;всё;все;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;752;parataxis;_;@ad1994m-words#@ad1994m#650.874#651.232
711;ещё;еще;ADV;_;Degree=Pos;713;obl;_;@ad1994m-words#@ad1994m#651.232#651.59
712;/;/;PUNCT;_;_;713;punct;_;@ad1994m-words#@ad1994m#651.59#651.948
713;мм;миллиметр;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;752;obj;_;@ad1994m-words#@ad1994m#651.948#652.306
714;/;/;PUNCT;_;_;716;punct;_;@ad1994m-words#@ad1994m#652.306#652.664
715;на;на;ADP;_;_;716;case;_;@ad1994m-words#@ad1994m#652.664#653.022
716;том...;том...;PROPN;_;Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing;713;nmod;_;@ad1994m-words#@ad1994m#653.022#653.38
717;на;на;ADP;_;_;719;case;_;@ad1994m-words#@ad1994m#653.38#653.738
718;том;тот;DET;_;Case=Loc|Gender=Masc|Number=Sing;719;det;_;@ad1994m-words#@ad1994m#653.738#654.096
719;уровне;уровень;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;740;obl;_;@ad1994m-words#@ad1994m#654.096#654.454
720;/;/;PUNCT;_;_;726;punct;_;@ad1994m-words#@ad1994m#654.454#654.812
721;достатка;достаток;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;726;nsubj;_;@ad1994m-words#@ad1994m#654.812#655.17
722;когда;когда;ADV;_;Degree=Pos;726;advmod;_;@ad1994m-words#@ad1994m#655.17#655.528
723;/;/;PUNCT;_;_;725;punct;_;@ad1994m-words#@ad1994m#655.528#655.886
724;пять;пять;NUM;_;Case=Nom;725;nummod:gov;_;@ad1994m-words#@ad1994m#655.886#656.244
725;тысяч;тысяча;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur;722;nsubj;_;@ad1994m-words#@ad1994m#656.244#656.602
726;могут;мочь;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;719;acl;_;@ad1994m-words#@ad1994m#656.602#656.96
727;в;в;ADP;_;_;728;case;_;@ad1994m-words#@ad1994m#656.96#657.318
728;корне;корень;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;729;obl;_;@ad1994m-words#@ad1994m#657.318#657.676
729;изменить;изменить;VERB;_;Aspect=Perf|VerbForm=Inf|Voice=Act;726;xcomp;_;@ad1994m-words#@ad1994m#657.676#658.034
730;мои;мой;DET;_;Case=Acc|Number=Plur;731;det;_;@ad1994m-words#@ad1994m#658.034#658.392
731;планы;план;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur;729;obj;_;@ad1994m-words#@ad1994m#658.392#658.75
732;на;на;ADP;_;_;733;case;_;@ad1994m-words#@ad1994m#658.75#659.108
733;месяц;месяц;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;731;nmod;_;@ad1994m-words#@ad1994m#659.108#659.466
734;/;/;PUNCT;_;_;735;punct;_;@ad1994m-words#@ad1994m#659.466#659.824
735;типа;тип;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;733;nmod;_;@ad1994m-words#@ad1994m#659.824#660.182
736;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;726;nsubj;_;@ad1994m-words#@ad1994m#660.182#660.54
737;такой;такой;DET;_;Case=Ins|Gender=Fem|Number=Sing;738;det;_;@ad1994m-words#@ad1994m#660.54#660.898
738;вау;вау;NOUN;_;Animacy=Inan|Case=Ins|Gender=Neut|Number=Plur;726;obl;_;@ad1994m-words#@ad1994m#660.898#661.256
739;/;/;PUNCT;_;_;726;punct;_;@ad1994m-words#@ad1994m#661.256#661.614
740;нужно;нужный;ADJ;_;Degree=Pos|Gender=Neut|Number=Sing|Variant=Short;752;obl;_;@ad1994m-words#@ad1994m#661.614#661.972
741;полностью;полностью;ADV;_;Degree=Pos;743;advmod;_;@ad1994m-words#@ad1994m#661.972#662.33
742;всё;все;PRON;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;743;obj;_;@ad1994m-words#@ad1994m#662.33#662.688
743;пересмотреть;пересмотреть;VERB;_;Aspect=Perf|VerbForm=Inf|Voice=Act;752;xcomp;_;@ad1994m-words#@ad1994m#662.688#663.046
744;#смех#;#смех#;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;752;obl;_;@ad1994m-words#@ad1994m#663.046#663.404
745;/;/;PUNCT;_;_;747;punct;_;@ad1994m-words#@ad1994m#663.404#663.762
746;у;у;ADP;_;_;747;case;_;@ad1994m-words#@ad1994m#663.762#664.12
747;меня;я;PRON;_;Case=Gen|Number=Sing|Person=1;752;obl;_;@ad1994m-words#@ad1994m#664.12#664.478
748;теперь;теперь;ADV;_;Degree=Pos;752;advmod;_;@ad1994m-words#@ad1994m#664.478#664.836
749;столько;столько;ADV;_;Degree=Pos;752;nsubj;_;@ad1994m-words#@ad1994m#664.836#665.194
750;возможностей;возможность;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur;749;obl;_;@ad1994m-words#@ad1994m#665.194#665.552
751;новых;новый;ADJ;_;Case=Gen|Degree=Pos|Number=Plur;750;acl;_;@ad1994m-words#@ad1994m#665.552#665.91
752;появилось;появиться;VERB;_;Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid;699;parataxis;_;@ad1994m-words#@ad1994m#665.91#666.268
753;/;/;PUNCT;_;_;751;punct;_;@ad1994m-words#@ad1994m#666.268#666.626
754;о;о;ADP;_;_;755;case;_;@ad1994m-words#@ad1994m#666.626#666.984
755;которых;который;PRON;_;Case=Loc;759;obl;_;@ad1994m-words#@ad1994m#666.984#667.342
756;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;759;nsubj;_;@ad1994m-words#@ad1994m#667.342#667.7
757;и;и;PART;_;_;759;advmod;_;@ad1994m-words#@ad1994m#667.7#668.058
758;не;не;PART;_;_;759;advmod;_;@ad1994m-words#@ad1994m#668.058#668.416
759;мечтал;мечтать;VERB;_;Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;763;advcl;_;@ad1994m-words#@ad1994m#668.416#668.774
760;даже;даже;PART;_;_;761;advmod;_;@ad1994m-words#@ad1994m#668.774#669.17
761;все;весь;PRON;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;763;obj;_;@ad1994m-words#@ad1994m#670.13#670.516
762;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;763;nsubj;_;@ad1994m-words#@ad1994m#670.516#670.902
763;читали;читать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;751;conj;_;@ad1994m-words#@ad1994m#670.902#671.288
764;карла;карло;NOUN;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur;776;nsubj;_;@ad1994m-words#@ad1994m#671.288#671.674
765;маркса;маркс;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;764;nmod;_;@ad1994m-words#@ad1994m#671.674#672.06
766;/;/;PUNCT;_;_;770;punct;_;@ad1994m-words#@ad1994m#672.06#672.446
767;и;и;CCONJ;_;_;770;cc;_;@ad1994m-words#@ad1994m#672.446#672.832
768;все;весь;DET;_;Case=Nom|Number=Plur;769;det;_;@ad1994m-words#@ad1994m#672.832#673.218
769;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;770;nsubj;_;@ad1994m-words#@ad1994m#673.218#673.604
770;понимаем;понимать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;773;parataxis;_;@ad1994m-words#@ad1994m#673.604#673.99
771;что;что;PRON;_;Case=Acc;770;obj;_;@ad1994m-words#@ad1994m#673.99#674.376
772;/;/;PUNCT;_;_;770;punct;_;@ad1994m-words#@ad1994m#674.376#674.762
773;деньги;деньги;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur;764;nmod;_;@ad1994m-words#@ad1994m#674.762#675.148
774;это;это;DET;_;Case=Nom|Gender=Neut|Number=Sing;776;det;_;@ad1994m-words#@ad1994m#675.148#675.534
775;просто;просто;PART;_;_;776;advmod;_;@ad1994m-words#@ad1994m#675.534#675.93
776;ээ;ээ;NOUN;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;763;obl;_;@ad1994m-words#@ad1994m#677.38#677.778
777;/;/;PUNCT;_;_;779;punct;_;@ad1994m-words#@ad1994m#677.778#678.176
778;такая;такой;DET;_;Case=Nom|Gender=Fem|Number=Sing;779;det;_;@ad1994m-words#@ad1994m#678.176#678.574
779;э;эра;NOUN;_;Case=Gen|Degree=Pos|Gender=Fem|Number=Sing;776;nmod;_;@ad1994m-words#@ad1994m#678.574#678.972
780;/;/;PUNCT;_;_;781;punct;_;@ad1994m-words#@ad1994m#678.972#679.37
781;визуализация;визуализация;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;779;appos;_;@ad1994m-words#@ad1994m#679.37#679.768
782;то...;то...;PROPN;_;Animacy=Anim|Case=Gen|Gender=Fem|Number=Sing;781;nmod;_;@ad1994m-words#@ad1994m#679.768#680.166
783;тех;тот;DET;_;Case=Gen|Number=Plur;784;det;_;@ad1994m-words#@ad1994m#680.166#680.564
784;ценностей;ценность;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur;787;obl;_;@ad1994m-words#@ad1994m#680.564#680.962
785;которые;который;PRON;_;Case=Acc;787;obj;_;@ad1994m-words#@ad1994m#680.962#681.36
786;ты;ты;PRON;_;Case=Nom|Number=Sing|Person=2;787;nsubj;_;@ad1994m-words#@ad1994m#681.36#681.758
787;производишь;производить;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act;782;acl:relcl;_;@ad1994m-words#@ad1994m#681.758#682.156
788;/;/;PUNCT;_;_;792;punct;_;@ad1994m-words#@ad1994m#682.156#682.554
789;и;и;CCONJ;_;_;792;cc;_;@ad1994m-words#@ad1994m#682.554#682.952
790;соответственно;соответственно;ADV;_;Degree=Pos;792;advmod;_;@ad1994m-words#@ad1994m#682.952#683.35
791;/;/;PUNCT;_;_;792;punct;_;@ad1994m-words#@ad1994m#683.35#683.748
792;ээ;ээ;INTJ;_;_;787;conj;_;@ad1994m-words#@ad1994m#683.748#684.146
793;/;/;PUNCT;_;_;792;punct;_;@ad1994m-words#@ad1994m#684.146#684.544
794;тебе;ты;PRON;_;Case=Dat|Number=Sing|Person=2;787;iobj;_;@ad1994m-words#@ad1994m#684.544#684.942
795;нужно;нужный;ADJ;_;Degree=Pos|Gender=Neut|Number=Sing|Variant=Short;787;conj;_;@ad1994m-words#@ad1994m#684.942#685.34
796;просто;просто;PART;_;_;797;advmod;_;@ad1994m-words#@ad1994m#685.34#685.738
797;хорошо;хорошо;ADV;_;Degree=Pos;798;advmod;_;@ad1994m-words#@ad1994m#685.738#686.136
798;делать;делать;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;795;csubj;_;@ad1994m-words#@ad1994m#686.136#686.534
799;свою;свой;DET;_;Case=Acc|Gender=Fem|Number=Sing;800;det;_;@ad1994m-words#@ad1994m#686.534#686.932
800;работу;работа;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;798;obj;_;@ad1994m-words#@ad1994m#686.932#687.33
801;/;/;PUNCT;_;_;803;punct;_;@ad1994m-words#@ad1994m#687.33#687.728
802;лучше;хорошо;ADV;_;Degree=Cmp;803;advmod;_;@ad1994m-words#@ad1994m#687.728#688.126
803;стараться;стараться;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Mid;798;conj;_;@ad1994m-words#@ad1994m#688.126#688.524
804;просто;просто;PART;_;_;805;advmod;_;@ad1994m-words#@ad1994m#688.524#688.922
805;развиваться;развиваться;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Mid;803;xcomp;_;@ad1994m-words#@ad1994m#688.922#689.32
806;/;/;PUNCT;_;_;810;punct;_;@ad1994m-words#@ad1994m#689.32#689.718
807;чтобы;чтобы;SCONJ;_;Mood=Cnd;810;mark;_;@ad1994m-words#@ad1994m#689.718#690.116
808;в;в;ADP;_;_;809;case;_;@ad1994m-words#@ad1994m#690.116#690.514
809;итоге;итог;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;810;obl;_;@ad1994m-words#@ad1994m#690.514#690.912
810;купить;купить;VERB;_;Aspect=Perf|VerbForm=Inf|Voice=Act;805;advcl;_;@ad1994m-words#@ad1994m#690.912#691.31
811;/;/;PUNCT;_;_;812;punct;_;@ad1994m-words#@ad1994m#691.31#691.708
812;эм;эм;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;810;obj;_;@ad1994m-words#@ad1994m#691.708#692.106
813;/;/;PUNCT;_;_;814;punct;_;@ad1994m-words#@ad1994m#692.106#692.504
814;себе;себя;PRON;_;Case=Dat;812;nmod;_;@ad1994m-words#@ad1994m#692.504#692.902
815;поместье;поместье;NOUN;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;814;obj;_;@ad1994m-words#@ad1994m#692.902#693.3
816;в;в;ADP;_;_;818;case;_;@ad1994m-words#@ad1994m#693.3#693.698
817;/;/;PUNCT;_;_;818;punct;_;@ad1994m-words#@ad1994m#693.698#694.096
818;лос-сантосе;лос-сантос;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing;815;nmod;_;@ad1994m-words#@ad1994m#694.096#694.494
819;/;/;PUNCT;_;_;821;punct;_;@ad1994m-words#@ad1994m#694.494#694.892
820;и;и;CCONJ;_;_;821;cc;_;@ad1994m-words#@ad1994m#694.892#695.29
821;обзавестись;обзавестись;VERB;_;Aspect=Perf|VerbForm=Inf|Voice=Mid;815;conj;_;@ad1994m-words#@ad1994m#695.29#695.688
822;этой;этот;DET;_;Case=Ins|Gender=Fem|Number=Sing;824;det;_;@ad1994m-words#@ad1994m#695.688#696.086
823;/;/;PUNCT;_;_;824;punct;_;@ad1994m-words#@ad1994m#696.086#696.484
824;семьёй;семьёе;NOUN;_;Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur;821;obl;_;@ad1994m-words#@ad1994m#696.484#696.882
825;/;/;PUNCT;_;_;829;punct;_;@ad1994m-words#@ad1994m#696.882#697.28
826;с;с;ADP;_;_;827;case;_;@ad1994m-words#@ad1994m#697.28#697.678
827;сыном;сын;NOUN;_;Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing;829;obl;_;@ad1994m-words#@ad1994m#697.678#698.076
828;который;который;PRON;_;Case=Nom;829;nsubj;_;@ad1994m-words#@ad1994m#698.076#698.474
829;играет;играть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;821;parataxis;_;@ad1994m-words#@ad1994m#698.474#698.872
830;в;в;ADP;_;_;831;case;_;@ad1994m-words#@ad1994m#698.872#699.27
831;видеоигры;видеоигра;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur;829;obl;_;@ad1994m-words#@ad1994m#699.27#699.668
832;и;и;CCONJ;_;_;833;cc;_;@ad1994m-words#@ad1994m#699.668#700.066
833;курит;курить;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;829;conj;_;@ad1994m-words#@ad1994m#700.066#700.464
834;траву;трава;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;833;obj;_;@ad1994m-words#@ad1994m#700.464#700.862
835;/;/;PUNCT;_;_;839;punct;_;@ad1994m-words#@ad1994m#700.862#701.26
836;и;и;CCONJ;_;_;837;cc;_;@ad1994m-words#@ad1994m#701.26#701.658
837;женой;жена;NOUN;_;Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing;835;conj;_;@ad1994m-words#@ad1994m#701.658#702.056
838;которая;который;PRON;_;Case=Nom;839;nsubj;_;@ad1994m-words#@ad1994m#702.056#702.454
839;изменяет;изменять;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;829;conj;_;@ad1994m-words#@ad1994m#702.454#702.852
840;тебе;ты;PRON;_;Case=Dat|Number=Sing|Person=2;839;iobj;_;@ad1994m-words#@ad1994m#702.852#703.25
841;с;с;ADP;_;_;842;case;_;@ad1994m-words#@ad1994m#703.25#703.648
842;ээ;ээ;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;839;obl;_;@ad1994m-words#@ad1994m#703.648#704.046
843;/;/;PUNCT;_;_;844;punct;_;@ad1994m-words#@ad1994m#704.046#704.444
844;учите...;учите...;PROPN;_;Animacy=Anim|Case=Ins|Gender=Fem|Number=Sing;842;nmod;_;@ad1994m-words#@ad1994m#704.444#704.842
845;э;эра;X;_;Foreign=Yes;842;flat:foreign;_;@ad1994m-words#@ad1994m#704.842#705.24
846;тренером;тренер;NOUN;_;Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing;839;obl;_;@ad1994m-words#@ad1994m#705.24#705.638
847;по;по;ADP;_;_;848;case;_;@ad1994m-words#@ad1994m#705.638#706.036
848;теннису;теннис;NOUN;_;Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing;846;nmod;_;@ad1994m-words#@ad1994m#706.036#706.434
849;/;/;PUNCT;_;_;854;punct;_;@ad1994m-words#@ad1994m#706.434#706.832
850;мы;мы;PRON;_;Case=Nom|Number=Plur|Person=1;854;nsubj;_;@ad1994m-words#@ad1994m#706.832#707.23
851;все;весь;PART;_;_;853;advmod;_;@ad1994m-words#@ad1994m#707.23#707.628
852;к;к;ADP;_;_;853;case;_;@ad1994m-words#@ad1994m#707.628#708.026
853;этому;это;DET;_;Case=Dat|Gender=Masc|Number=Sing;854;det;_;@ad1994m-words#@ad1994m#708.026#708.424
854;стремимся;стремиться;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Mid;839;conj;_;@ad1994m-words#@ad1994m#708.424#708.9
855;#смех#;#смех#;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;854;obl;_;@ad1994m-words#@ad1994m#720.125#720.514
856;вообще;вообще;ADV;_;Degree=Pos;860;advmod;_;@ad1994m-words#@ad1994m#721.117#721.531
857;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;860;nsubj;_;@ad1994m-words#@ad1994m#721.531#721.945
858;каждый;каждый;DET;_;Case=Acc|Gender=Masc|Number=Sing;859;det;_;@ad1994m-words#@ad1994m#721.945#722.359
859;день;день;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;860;obl;_;@ad1994m-words#@ad1994m#722.359#722.773
860;предлагаю;предлагать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;854;conj;_;@ad1994m-words#@ad1994m#722.773#723.187
861;своей;свой;DET;_;Case=Dat|Gender=Fem|Number=Sing;862;det;_;@ad1994m-words#@ad1994m#723.187#723.601
862;жене;жена;NOUN;_;Animacy=Anim|Case=Dat|Gender=Fem|Number=Sing;863;iobj;_;@ad1994m-words#@ad1994m#723.601#724.015
863;завести;завести;VERB;_;Aspect=Perf|VerbForm=Inf|Voice=Act;860;xcomp;_;@ad1994m-words#@ad1994m#724.015#724.429
864;ребёнка;ребенок;NOUN;_;Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing;870;nsubj;_;@ad1994m-words#@ad1994m#724.429#724.843
865;но;но;CCONJ;_;_;866;cc;_;@ad1994m-words#@ad1994m#724.843#725.257
866;она;она;PRON;_;Case=Nom|Gender=Fem|Number=Sing|Person=3;864;conj;_;@ad1994m-words#@ad1994m#725.257#725.671
867;/;/;PUNCT;_;_;868;punct;_;@ad1994m-words#@ad1994m#725.671#726.085
868;ээ;ээ;INTJ;_;_;866;acl;_;@ad1994m-words#@ad1994m#726.085#726.499
869;/;/;PUNCT;_;_;868;punct;_;@ad1994m-words#@ad1994m#726.499#726.913
870;отказывается;отказываться;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;860;parataxis;_;@ad1994m-words#@ad1994m#726.913#727.327
871;/;/;PUNCT;_;_;873;punct;_;@ad1994m-words#@ad1994m#727.327#727.741
872;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;873;nsubj;_;@ad1994m-words#@ad1994m#727.741#728.155
873;перепробовал;перепробовать;VERB;_;Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;870;conj;_;@ad1994m-words#@ad1994m#728.155#728.569
874;кучу;куча;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;873;obj;_;@ad1994m-words#@ad1994m#728.569#728.983
